"altura","peso","imc","sexo","escolaridade","profissao","fumante","fumante.n","salario","carro","filho"
"3401",1.51,55.53,24.35,"M","3º Grau","Exatas","não",0,2538.37,0,0
"3402",1.49,54.65,24.62,"F","2º Grau","Biológicas","não",0,3416.36,0,0
"3403",1.54,56.67,23.9,"M","PósDoc","Biológicas","sim",1,2647.83,3,0
"3404",1.61,59.54,22.97,"M","PósDoc","Humanas","não",0,3231.14,0,1
"3405",1.66,61.53,22.33,"M","Doutorado","Humanas","não",0,2838.68,0,1
"3406",1.55,56.89,23.68,"F","2º Grau","Exatas","não",0,2665.98,2,2
"3407",1.42,51.97,25.77,"F","Doutorado","Exatas","não",0,2922.08,1,0
"3408",1.54,56.77,23.94,"M","PósDoc","Humanas","não",0,3414.7,0,1
"3409",1.5,54.84,24.37,"M","Doutorado","Biológicas","sim",1,3247.43,2,1
"3410",1.43,52.26,25.56,"M","PósDoc","Exatas","não",0,2715.24,0,0
"3411",1.36,49.46,26.74,"F","Analfabeto","Humanas","não",0,2910.64,1,1
"3412",1.58,58.38,23.39,"F","3º Grau","Biológicas","não",0,3164.07,1,2
"3413",1.58,58.06,23.26,"F","2º Grau","Exatas","sim",1,3004.27,3,2
"3414",1.5,55,24.44,"F","PósDoc","Exatas","não",0,2697.26,1,2
"3415",1.43,52.13,25.49,"M","Analfabeto","Humanas","sim",1,2772.73,0,2
"3416",1.47,53.92,24.95,"M","Mestrado","Exatas","não",0,2440.63,0,1
"3417",1.4,51.05,26.05,"F","Doutorado","Biológicas","sim",1,2575.13,2,1
"3418",1.44,52.73,25.43,"F","Doutorado","Biológicas","sim",1,3580.28,3,2
"3419",1.49,54.56,24.58,"F","3º Grau","Exatas","sim",1,2718.5,3,2
"3420",1.51,55.29,24.25,"F","Analfabeto","Humanas","não",0,2471.48,2,1
"3421",1.49,54.73,24.65,"M","Analfabeto","Humanas","não",0,2635.26,0,0
"3422",1.56,57.34,23.56,"F","1º Grau","Humanas","não",0,2756.57,2,2
"3423",1.27,45.74,28.36,"M","PósDoc","Exatas","sim",1,2312.37,2,1
"3424",1.71,63.49,21.71,"F","1º Grau","Humanas","sim",1,2455.81,1,0
"3425",1.68,62.31,22.08,"F","PósDoc","Biológicas","não",0,3016.98,1,2
"3426",1.54,56.75,23.93,"F","3º Grau","Biológicas","sim",1,2283.7,2,0
"3427",1.36,49.37,26.69,"F","1º Grau","Exatas","não",0,2721.41,3,2
"3428",1.58,58.13,23.29,"M","Mestrado","Biológicas","não",0,3364.72,3,2
"3429",1.26,45.54,28.68,"M","2º Grau","Biológicas","não",0,3801.26,0,0
"3430",1.64,60.7,22.57,"F","Analfabeto","Exatas","não",0,2610.82,2,2
"3431",1.59,58.76,23.24,"F","PósDoc","Biológicas","não",0,3059.58,2,0
"3432",1.37,49.66,26.46,"F","Analfabeto","Exatas","não",0,2534.94,3,2
"3433",1.57,57.87,23.48,"F","PósDoc","Biológicas","não",0,2980.94,1,1
"3434",1.49,54.64,24.61,"F","Doutorado","Exatas","sim",1,2881.91,0,1
"3435",1.52,55.69,24.1,"F","PósDoc","Humanas","sim",1,3033.5,3,2
"3436",1.48,54.13,24.71,"F","3º Grau","Humanas","não",0,3672.32,1,2
"3437",1.53,56.09,23.96,"F","Mestrado","Biológicas","sim",1,2158.59,1,0
"3438",1.61,59.24,22.85,"F","Doutorado","Humanas","não",0,3078.08,3,1
"3439",1.42,51.88,25.73,"M","PósDoc","Humanas","sim",1,2949.15,1,1
"3440",1.2,42.83,29.74,"F","1º Grau","Biológicas","não",0,3457.3,3,2
"3441",1.66,61.56,22.34,"F","Mestrado","Biológicas","sim",1,2638.91,3,1
"3442",1.3,46.9,27.75,"F","Analfabeto","Exatas","não",0,2917.04,0,2
"3443",1.55,56.83,23.65,"M","1º Grau","Humanas","não",0,2170.7,3,0
"3444",1.5,55.16,24.52,"F","3º Grau","Biológicas","sim",1,3425.71,2,2
"3445",1.54,56.42,23.79,"F","PósDoc","Biológicas","sim",1,2856.27,2,2
"3446",1.62,59.7,22.75,"M","Analfabeto","Biológicas","não",0,3078.16,0,2
"3447",1.5,55.04,24.46,"F","1º Grau","Biológicas","não",0,3758.46,3,0
"3448",1.55,56.82,23.65,"M","Doutorado","Humanas","sim",1,2832.67,0,1
"3449",1.4,51.15,26.1,"F","1º Grau","Biológicas","não",0,2772.74,0,0
"3450",1.52,55.92,24.2,"F","Doutorado","Biológicas","não",0,2874.18,2,2
"3451",1.49,54.68,24.63,"M","PósDoc","Humanas","não",0,3304.07,1,0
"3452",1.57,57.74,23.42,"F","Mestrado","Exatas","não",0,3211.98,0,1
"3453",1.58,58.08,23.27,"F","PósDoc","Biológicas","não",0,3194.33,3,2
"3454",1.46,53.57,25.13,"M","PósDoc","Biológicas","não",0,2814.21,3,1
"3455",1.37,49.92,26.6,"M","PósDoc","Biológicas","não",0,3869.14,1,2
"3456",1.38,50.29,26.41,"F","Mestrado","Humanas","não",0,2038.39,2,1
"3457",1.42,51.67,25.62,"M","3º Grau","Exatas","não",0,2467.98,2,2
"3458",1.52,55.94,24.21,"M","1º Grau","Biológicas","não",0,2733.35,3,0
"3459",1.43,52.01,25.43,"M","PósDoc","Humanas","não",0,2836.98,1,0
"3460",1.51,55.41,24.3,"M","2º Grau","Exatas","não",0,2790.85,0,0
"3461",1.62,59.73,22.76,"M","2º Grau","Biológicas","sim",1,2474.93,0,1
"3462",1.45,53.1,25.26,"F","2º Grau","Biológicas","sim",1,3172.04,1,1
"3463",1.57,57.66,23.39,"M","Analfabeto","Biológicas","não",0,3795.06,2,2
"3464",1.48,54.21,24.75,"M","1º Grau","Humanas","não",0,2708.96,0,1
"3465",1.46,53.55,25.12,"M","2º Grau","Humanas","não",0,3605.25,2,1
"3466",1.45,53.12,25.27,"F","Mestrado","Humanas","não",0,2826.78,1,2
"3467",1.51,55.2,24.21,"F","1º Grau","Biológicas","não",0,2780.58,0,0
"3468",1.45,53.05,25.23,"F","PósDoc","Exatas","não",0,3046.72,2,0
"3469",1.61,59.24,22.85,"M","Doutorado","Exatas","não",0,2606.13,0,0
"3470",1.5,54.9,24.4,"M","Doutorado","Exatas","não",0,2625.89,3,2
"3471",1.56,57.6,23.67,"M","3º Grau","Humanas","sim",1,2367.01,2,0
"3472",1.66,61.41,22.29,"M","2º Grau","Humanas","sim",1,2542.37,1,2
"3473",1.55,57.03,23.74,"F","3º Grau","Exatas","não",0,2109.27,0,0
"3474",1.34,48.76,27.16,"M","2º Grau","Biológicas","sim",1,3127.76,2,0
"3475",1.37,49.88,26.58,"F","1º Grau","Exatas","sim",1,2735.13,3,1
"3476",1.46,53.49,25.09,"F","2º Grau","Biológicas","não",0,3624.3,1,2
"3477",1.59,58.52,23.15,"F","Doutorado","Exatas","não",0,2503.92,0,2
"3478",1.47,53.73,24.86,"M","PósDoc","Biológicas","sim",1,3307.56,0,2
"3479",1.47,53.81,24.9,"F","Analfabeto","Biológicas","sim",1,3268.83,2,0
"3480",1.54,56.78,23.94,"F","Mestrado","Humanas","não",0,2779.04,0,1
"3481",1.5,55.18,24.52,"F","1º Grau","Exatas","sim",1,2818.25,0,2
"3482",1.5,55.08,24.48,"M","2º Grau","Humanas","sim",1,2859.57,3,2
"3483",1.48,54.13,24.71,"M","Mestrado","Humanas","não",0,3108.71,1,2
"3484",1.61,59.4,22.92,"F","Mestrado","Biológicas","não",0,2708.99,0,0
"3485",1.49,54.68,24.63,"M","2º Grau","Humanas","não",0,2666.26,1,0
"3486",1.53,56.31,24.05,"F","PósDoc","Biológicas","sim",1,3157.8,1,0
"3487",1.55,56.98,23.72,"M","1º Grau","Exatas","sim",1,2962.22,3,1
"3488",1.53,56.29,24.05,"M","2º Grau","Humanas","sim",1,3639.74,2,1
"3489",1.53,56.19,24,"F","3º Grau","Humanas","não",0,3011.86,0,2
"3490",1.39,50.78,26.28,"F","Mestrado","Exatas","não",0,3065.65,2,0
"3491",1.73,64.1,21.42,"M","1º Grau","Humanas","não",0,3193.48,1,0
"3492",1.55,57.06,23.75,"F","3º Grau","Humanas","não",0,2721.96,0,1
"3493",1.38,50.1,26.31,"M","3º Grau","Biológicas","sim",1,2841.53,1,1
"3494",1.66,61.52,22.33,"F","Analfabeto","Biológicas","não",0,2387.14,0,1
"3495",1.48,54.06,24.68,"M","1º Grau","Biológicas","sim",1,3216.02,1,1
"3496",1.65,60.88,22.36,"M","Analfabeto","Exatas","sim",1,2941.48,1,1
"3497",1.6,58.85,22.99,"F","Mestrado","Exatas","não",0,3250.53,1,1
"3498",1.47,53.86,24.92,"M","2º Grau","Exatas","sim",1,3521.79,0,2
"3499",1.51,55.23,24.22,"M","Mestrado","Biológicas","sim",1,2584.51,1,0
"3500",1.42,51.84,25.71,"F","1º Grau","Exatas","sim",1,3471.34,0,2
"3501",1.31,47.31,27.57,"F","Mestrado","Exatas","sim",1,2795.3,1,2
"3502",1.41,51.49,25.9,"M","Mestrado","Biológicas","não",0,3045.31,2,0
"3503",1.51,55.24,24.23,"F","Mestrado","Biológicas","não",0,3343.99,3,2
"3504",1.46,53.58,25.14,"F","1º Grau","Exatas","sim",1,3110.7,0,0
"3505",1.57,57.93,23.5,"M","Doutorado","Humanas","não",0,2925.17,0,1
"3506",1.47,53.73,24.86,"F","1º Grau","Humanas","não",0,4132.01,1,1
"3507",1.39,50.42,26.1,"F","Mestrado","Biológicas","não",0,3188.77,1,0
"3508",1.41,51.57,25.94,"F","Mestrado","Exatas","não",0,2409.3,2,2
"3509",1.26,45.47,28.64,"F","Doutorado","Humanas","sim",1,2873.44,2,2
"3510",1.59,58.48,23.13,"M","3º Grau","Biológicas","não",0,3872.13,0,0
"3511",1.55,57.01,23.73,"F","2º Grau","Exatas","sim",1,2494.28,0,0
"3512",1.52,55.97,24.23,"M","2º Grau","Biológicas","não",0,2969.48,0,1
"3513",1.51,55.48,24.33,"M","Analfabeto","Biológicas","sim",1,3028.68,1,0
"3514",1.54,56.59,23.86,"M","Analfabeto","Biológicas","sim",1,2948.83,1,1
"3515",1.44,52.45,25.29,"M","2º Grau","Exatas","não",0,3193,3,2
"3516",1.37,49.67,26.46,"M","2º Grau","Exatas","sim",1,2388.11,3,0
"3517",1.51,55.22,24.22,"F","2º Grau","Biológicas","não",0,2728.44,2,1
"3518",1.45,53.01,25.21,"M","1º Grau","Biológicas","sim",1,3727.05,2,2
"3519",1.55,56.84,23.66,"F","PósDoc","Exatas","não",0,1849.31,2,1
"3520",1.57,57.74,23.42,"F","1º Grau","Exatas","não",0,3534.89,3,2
"3521",1.38,50.29,26.41,"F","3º Grau","Humanas","sim",1,3456.75,1,0
"3522",1.34,48.76,27.16,"M","3º Grau","Biológicas","não",0,3459.82,0,1
"3523",1.63,60.08,22.61,"F","Mestrado","Humanas","não",0,2822.56,2,1
"3524",1.38,50.22,26.37,"F","PósDoc","Humanas","não",0,3120.76,3,2
"3525",1.38,50.38,26.45,"F","3º Grau","Humanas","sim",1,3578.74,1,1
"3526",1.5,55.01,24.45,"M","Mestrado","Exatas","sim",1,3168.82,1,1
"3527",1.36,49.54,26.78,"M","3º Grau","Exatas","sim",1,3520.61,0,0
"3528",1.54,56.49,23.82,"M","PósDoc","Biológicas","sim",1,3433.29,1,1
"3529",1.42,51.98,25.78,"F","1º Grau","Humanas","sim",1,3008.47,3,1
"3530",1.63,60.31,22.7,"M","3º Grau","Humanas","sim",1,3184.69,2,0
"3531",1.34,48.77,27.16,"M","PósDoc","Humanas","sim",1,2962.55,2,1
"3532",1.57,57.91,23.49,"M","3º Grau","Biológicas","não",0,2961.52,2,0
"3533",1.46,53.38,25.04,"F","Doutorado","Humanas","não",0,3195.73,1,0
"3534",1.71,63.37,21.67,"M","3º Grau","Exatas","sim",1,2688.73,1,1
"3535",1.46,53.23,24.97,"F","Analfabeto","Humanas","não",0,2823.37,2,0
"3536",1.4,50.81,25.92,"F","1º Grau","Exatas","não",0,2758.93,0,0
"3537",1.44,52.69,25.41,"F","1º Grau","Biológicas","não",0,2886.5,0,1
"3538",1.5,55.2,24.53,"F","3º Grau","Humanas","sim",1,3442.14,3,2
"3539",1.48,54.12,24.71,"M","Mestrado","Exatas","sim",1,3214.38,2,0
"3540",1.43,52.32,25.59,"F","1º Grau","Biológicas","sim",1,3220.89,3,2
"3541",1.49,54.61,24.6,"M","Analfabeto","Humanas","sim",1,2949.37,1,0
"3542",1.52,55.62,24.07,"F","3º Grau","Exatas","sim",1,3009.16,2,2
"3543",1.25,45.16,28.9,"M","PósDoc","Humanas","não",0,2757.43,3,1
"3544",1.34,48.67,27.11,"M","Analfabeto","Exatas","não",0,2738.06,3,2
"3545",1.33,48.34,27.33,"M","3º Grau","Humanas","sim",1,3728.36,2,1
"3546",1.58,58.27,23.34,"F","Mestrado","Exatas","não",0,2676.07,3,2
"3547",1.47,53.93,24.96,"F","3º Grau","Exatas","sim",1,3043.78,3,2
"3548",1.48,54.15,24.72,"F","Doutorado","Exatas","não",0,3204.75,1,1
"3549",1.65,60.84,22.35,"F","2º Grau","Biológicas","sim",1,3079.28,2,0
"3550",1.39,50.53,26.15,"M","1º Grau","Exatas","sim",1,2950.68,2,1
"3551",1.72,63.6,21.5,"F","2º Grau","Exatas","sim",1,3325.36,2,2
"3552",1.47,53.99,24.98,"M","3º Grau","Exatas","não",0,3370.26,3,1
"3553",1.35,49.16,26.97,"M","Mestrado","Exatas","não",0,2315.65,0,1
"3554",1.41,51.39,25.85,"M","Doutorado","Humanas","sim",1,2891.87,3,0
"3555",1.47,53.84,24.92,"F","Analfabeto","Humanas","sim",1,2638.24,1,2
"3556",1.56,57.2,23.5,"F","Analfabeto","Biológicas","sim",1,3334.58,0,2
"3557",1.48,54.08,24.69,"M","2º Grau","Exatas","não",0,3026.06,3,1
"3558",1.41,51.45,25.88,"F","Mestrado","Humanas","sim",1,2353.91,3,2
"3559",1.39,50.66,26.22,"F","PósDoc","Humanas","sim",1,2885.06,1,0
"3560",1.57,57.72,23.42,"F","3º Grau","Exatas","não",0,3284.42,2,1
"3561",1.49,54.51,24.55,"F","Analfabeto","Exatas","não",0,2434.76,3,1
"3562",1.53,56.15,23.99,"M","Doutorado","Humanas","sim",1,2812.42,2,0
"3563",1.48,54.33,24.8,"M","2º Grau","Biológicas","sim",1,2567.31,2,0
"3564",1.35,49.08,26.93,"F","3º Grau","Humanas","não",0,3533.84,2,1
"3565",1.6,58.99,23.04,"F","Doutorado","Exatas","sim",1,2638.08,1,0
"3566",1.51,55.45,24.32,"F","Doutorado","Biológicas","não",0,2916.11,1,0
"3567",1.65,61.12,22.45,"M","2º Grau","Humanas","não",0,3817.34,2,0
"3568",1.67,61.94,22.21,"M","2º Grau","Biológicas","não",0,2511.43,3,1
"3569",1.51,55.58,24.38,"F","1º Grau","Humanas","não",0,3106.2,3,0
"3570",1.48,54.03,24.67,"F","1º Grau","Humanas","não",0,3259.16,2,1
"3571",1.25,44.88,28.72,"M","Doutorado","Exatas","sim",1,2896.01,1,1
"3572",1.5,54.94,24.42,"M","3º Grau","Humanas","sim",1,3075.63,0,1
"3573",1.48,54.39,24.83,"F","1º Grau","Biológicas","não",0,2421.54,1,0
"3574",1.64,60.79,22.6,"F","3º Grau","Humanas","sim",1,3053.49,1,2
"3575",1.44,52.54,25.34,"M","1º Grau","Biológicas","sim",1,2926.74,3,2
"3576",1.61,59.42,22.92,"F","Doutorado","Humanas","não",0,2746.4,3,1
"3577",1.43,52.12,25.49,"M","1º Grau","Biológicas","sim",1,2854.45,1,0
"3578",1.46,53.4,25.05,"F","Doutorado","Biológicas","não",0,2639.62,0,2
"3579",1.53,56.13,23.98,"M","1º Grau","Biológicas","sim",1,3358.79,0,1
"3580",1.58,58.2,23.31,"F","2º Grau","Exatas","sim",1,3510.54,0,2
"3581",1.48,54.36,24.82,"F","Analfabeto","Humanas","não",0,2823.07,1,2
"3582",1.61,59.3,22.88,"F","Analfabeto","Biológicas","não",0,2746.29,3,1
"3583",1.66,61.43,22.29,"M","Mestrado","Humanas","não",0,3191.26,1,2
"3584",1.48,54.03,24.67,"F","Analfabeto","Biológicas","não",0,2931.04,0,2
"3585",1.38,50.32,26.42,"F","2º Grau","Biológicas","sim",1,3106.65,0,2
"3586",1.49,54.68,24.63,"F","3º Grau","Humanas","não",0,2690.79,0,2
"3587",1.6,59.09,23.08,"M","2º Grau","Exatas","não",0,2984.78,2,2
"3588",1.44,52.63,25.38,"M","Analfabeto","Biológicas","não",0,3116.14,0,0
"3589",1.5,55.2,24.53,"M","Doutorado","Exatas","sim",1,2658.16,2,1
"3590",1.56,57.36,23.57,"F","PósDoc","Exatas","não",0,2316.03,1,2
"3591",1.47,53.87,24.93,"F","Analfabeto","Biológicas","sim",1,3092.96,3,1
"3592",1.43,52.3,25.58,"F","Mestrado","Humanas","sim",1,3109.23,3,2
"3593",1.48,54.15,24.72,"F","Analfabeto","Humanas","não",0,3381.76,3,2
"3594",1.58,58.37,23.38,"F","3º Grau","Exatas","não",0,2611.6,1,2
"3595",1.35,48.96,26.86,"M","1º Grau","Humanas","sim",1,2911.47,2,0
"3596",1.41,51.33,25.82,"F","Analfabeto","Exatas","não",0,3417.28,2,1
"3597",1.42,51.98,25.78,"F","Doutorado","Biológicas","não",0,2675.37,1,2
"3598",1.36,49.35,26.68,"F","2º Grau","Exatas","sim",1,2697.55,0,2
"3599",1.43,52.17,25.51,"M","1º Grau","Biológicas","não",0,3294.43,2,0
"3600",1.76,65.56,21.16,"M","Doutorado","Exatas","não",0,2360.16,1,0
"3601",1.38,50.01,26.26,"M","Analfabeto","Biológicas","não",0,3001.22,1,0
"3602",1.35,49.09,26.94,"F","3º Grau","Biológicas","sim",1,2506,0,0
"3603",1.39,50.46,26.12,"F","Analfabeto","Exatas","não",0,2639.71,2,1
"3604",1.45,53.02,25.22,"M","2º Grau","Humanas","não",0,3477.96,0,2
"3605",1.36,49.39,26.7,"M","Doutorado","Humanas","não",0,2913.11,3,1
"3606",1.58,58.37,23.38,"M","1º Grau","Biológicas","não",0,2407.13,2,2
"3607",1.48,54.32,24.8,"F","3º Grau","Exatas","não",0,3389.78,1,1
"3608",1.35,48.87,26.81,"M","3º Grau","Exatas","sim",1,3327.72,1,2
"3609",1.43,52.17,25.51,"M","PósDoc","Humanas","sim",1,3511.13,1,2
"3610",1.47,53.99,24.98,"M","Analfabeto","Humanas","sim",1,3447.8,3,2
"3611",1.51,55.37,24.28,"M","Mestrado","Humanas","não",0,3256.51,3,0
"3612",1.6,59.16,23.11,"F","Mestrado","Biológicas","não",0,3432.6,1,0
"3613",1.48,54.19,24.74,"M","PósDoc","Humanas","não",0,2601.88,0,1
"3614",1.34,48.6,27.07,"F","1º Grau","Exatas","sim",1,2608.57,3,2
"3615",1.54,56.75,23.93,"M","3º Grau","Biológicas","não",0,2670.25,0,0
"3616",1.45,52.84,25.13,"M","3º Grau","Humanas","não",0,3508.35,3,2
"3617",1.39,50.57,26.17,"F","1º Grau","Biológicas","sim",1,2561.79,3,2
"3618",1.61,59.55,22.97,"M","Analfabeto","Exatas","não",0,2928.77,1,0
"3619",1.4,50.86,25.95,"M","3º Grau","Biológicas","não",0,3025.34,2,2
"3620",1.62,59.68,22.74,"F","Analfabeto","Biológicas","não",0,2756.46,2,2
"3621",1.48,54.38,24.83,"F","Mestrado","Biológicas","não",0,2825.44,0,1
"3622",1.59,58.8,23.26,"M","Analfabeto","Exatas","não",0,2707.43,2,2
"3623",1.57,57.92,23.5,"F","Analfabeto","Humanas","não",0,2623.71,1,1
"3624",1.48,54.2,24.74,"F","1º Grau","Biológicas","não",0,3266.58,3,2
"3625",1.7,63.01,21.8,"M","Doutorado","Humanas","sim",1,3320.91,0,1
"3626",1.56,57.3,23.55,"M","1º Grau","Humanas","sim",1,2717.9,3,0
"3627",1.43,52.34,25.6,"M","Mestrado","Biológicas","não",0,3221.34,3,1
"3628",1.48,54.15,24.72,"F","Mestrado","Exatas","não",0,2541.66,3,1
"3629",1.48,54.24,24.76,"M","Doutorado","Humanas","sim",1,3705.7,3,1
"3630",1.63,60.33,22.71,"M","2º Grau","Humanas","não",0,3161.59,2,1
"3631",1.63,60.18,22.65,"M","Mestrado","Exatas","sim",1,2562.06,3,1
"3632",1.65,61.12,22.45,"F","3º Grau","Humanas","não",0,2459.48,2,1
"3633",1.69,62.73,21.96,"F","3º Grau","Humanas","não",0,3528.35,2,2
"3634",1.53,56.26,24.03,"M","Analfabeto","Humanas","não",0,2960.4,1,1
"3635",1.51,55.35,24.28,"F","Mestrado","Exatas","não",0,2560.77,1,2
"3636",1.61,59.2,22.84,"M","1º Grau","Humanas","não",0,2785.81,2,2
"3637",1.56,57.56,23.65,"F","Doutorado","Biológicas","não",0,3190.1,0,1
"3638",1.57,57.65,23.39,"M","Analfabeto","Exatas","sim",1,2913.73,0,0
"3639",1.49,54.44,24.52,"F","2º Grau","Humanas","sim",1,2765.01,0,1
"3640",1.63,60.24,22.67,"M","PósDoc","Biológicas","sim",1,2746.23,0,0
"3641",1.56,57.39,23.58,"M","Mestrado","Exatas","não",0,3034.61,1,0
"3642",1.61,59.21,22.84,"F","2º Grau","Exatas","sim",1,3022.44,2,1
"3643",1.49,54.54,24.57,"F","Mestrado","Humanas","não",0,3000.47,1,2
"3644",1.5,54.99,24.44,"M","2º Grau","Biológicas","sim",1,2267.95,3,1
"3645",1.41,51.39,25.85,"F","1º Grau","Biológicas","não",0,3523.72,1,1
"3646",1.59,58.45,23.12,"F","Doutorado","Humanas","não",0,2627.2,0,0
"3647",1.37,49.93,26.6,"M","Doutorado","Humanas","sim",1,3513.18,0,1
"3648",1.36,49.59,26.81,"M","3º Grau","Biológicas","não",0,2901.6,2,0
"3649",1.63,60.09,22.62,"F","1º Grau","Humanas","não",0,2702.26,2,2
"3650",1.23,44.15,29.18,"M","3º Grau","Humanas","não",0,3228.15,0,2
"3651",1.56,57.42,23.59,"M","3º Grau","Biológicas","não",0,2960.21,1,0
"3652",1.38,50.2,26.36,"F","Mestrado","Humanas","sim",1,3078.74,1,1
"3653",1.61,59.23,22.85,"F","2º Grau","Biológicas","sim",1,2894.18,3,0
"3654",1.53,56.21,24.01,"F","1º Grau","Biológicas","sim",1,2321.58,1,0
"3655",1.51,55.31,24.26,"M","Analfabeto","Exatas","não",0,3344.98,2,2
"3656",1.56,57.25,23.52,"F","2º Grau","Humanas","não",0,2493.6,0,2
"3657",1.52,55.99,24.23,"F","Doutorado","Exatas","sim",1,2696.25,1,1
"3658",1.45,52.86,25.14,"M","PósDoc","Humanas","sim",1,2980.26,3,1
"3659",1.38,50.32,26.42,"F","PósDoc","Biológicas","sim",1,1886.75,3,0
"3660",1.51,55.56,24.37,"F","PósDoc","Humanas","não",0,3017.51,2,1
"3661",1.45,52.97,25.19,"F","Mestrado","Humanas","sim",1,3051.77,0,0
"3662",1.56,57.47,23.62,"M","Analfabeto","Biológicas","não",0,2527.04,2,2
"3663",1.39,50.58,26.18,"M","2º Grau","Exatas","sim",1,2979.33,3,0
"3664",1.34,48.51,27.02,"M","PósDoc","Biológicas","não",0,2921.15,1,0
"3665",1.54,56.8,23.95,"M","3º Grau","Exatas","não",0,2451.28,1,0
"3666",1.63,60.35,22.71,"F","Mestrado","Humanas","não",0,3081.69,1,1
"3667",1.53,56.08,23.96,"F","1º Grau","Exatas","sim",1,3505.32,3,2
"3668",1.47,53.82,24.91,"M","1º Grau","Exatas","não",0,2303.38,2,2
"3669",1.5,54.92,24.41,"F","3º Grau","Biológicas","não",0,2620.1,2,2
"3670",1.62,59.73,22.76,"M","Mestrado","Exatas","não",0,2671.21,0,0
"3671",1.44,52.75,25.44,"M","Analfabeto","Exatas","sim",1,3595.65,2,0
"3672",1.51,55.23,24.22,"M","3º Grau","Biológicas","sim",1,2975.81,2,2
"3673",1.5,54.81,24.36,"M","PósDoc","Exatas","sim",1,2477.19,0,2
"3674",1.51,55.35,24.28,"M","Mestrado","Biológicas","não",0,2931.88,1,2
"3675",1.61,59.34,22.89,"F","2º Grau","Humanas","não",0,3569.11,0,0
"3676",1.54,56.76,23.93,"F","1º Grau","Biológicas","não",0,3039.46,0,0
"3677",1.51,55.58,24.38,"M","Mestrado","Biológicas","sim",1,2902.17,0,1
"3678",1.34,48.68,27.11,"F","PósDoc","Biológicas","não",0,3041.46,3,2
"3679",1.49,54.8,24.68,"M","Analfabeto","Humanas","não",0,3969.17,2,1
"3680",1.56,57.37,23.57,"M","1º Grau","Biológicas","não",0,2454.14,3,0
"3681",1.53,56.24,24.02,"M","1º Grau","Biológicas","não",0,2315.7,2,1
"3682",1.41,51.21,25.76,"M","2º Grau","Biológicas","não",0,3344.58,2,2
"3683",1.44,52.4,25.27,"F","1º Grau","Exatas","não",0,2481.23,1,0
"3684",1.43,52.18,25.52,"F","PósDoc","Exatas","não",0,3343.94,2,0
"3685",1.4,51.03,26.04,"M","Doutorado","Exatas","não",0,2956.48,2,1
"3686",1.59,58.72,23.23,"M","3º Grau","Humanas","sim",1,2432.88,0,1
"3687",1.59,58.66,23.2,"M","3º Grau","Humanas","não",0,3243.7,0,1
"3688",1.58,58.31,23.36,"M","Doutorado","Biológicas","não",0,3379.38,1,0
"3689",1.44,52.61,25.37,"M","PósDoc","Exatas","não",0,2630.68,0,0
"3690",1.48,54.35,24.81,"F","3º Grau","Biológicas","não",0,2793.11,2,2
"3691",1.54,56.78,23.94,"F","Analfabeto","Exatas","sim",1,3094.22,3,1
"3692",1.59,58.64,23.2,"F","PósDoc","Humanas","não",0,3146.86,2,2
"3693",1.5,54.88,24.39,"F","2º Grau","Exatas","não",0,2498.43,2,0
"3694",1.47,53.69,24.85,"F","Analfabeto","Humanas","não",0,3160.47,2,2
"3695",1.27,45.74,28.36,"M","Doutorado","Exatas","não",0,2844.42,0,1
"3696",1.48,54.19,24.74,"F","Analfabeto","Humanas","não",0,3611.08,0,2
"3697",1.42,51.86,25.72,"M","Mestrado","Humanas","não",0,2634.23,2,0
"3698",1.54,56.8,23.95,"F","Mestrado","Humanas","sim",1,2541.48,2,2
"3699",1.45,53.16,25.28,"M","PósDoc","Humanas","sim",1,2541.96,2,0
"3700",1.56,57.46,23.61,"F","Mestrado","Exatas","sim",1,3150.41,0,1
"3701",1.48,54.07,24.68,"M","2º Grau","Biológicas","sim",1,3624.99,3,0
"3702",1.42,51.76,25.67,"M","2º Grau","Humanas","sim",1,3003.92,3,0
"3703",1.29,46.45,27.91,"F","1º Grau","Exatas","sim",1,3611.91,1,1
"3704",1.41,51.51,25.91,"M","PósDoc","Biológicas","não",0,3050.23,3,0
"3705",1.54,56.64,23.88,"F","PósDoc","Humanas","sim",1,2672.65,2,2
"3706",1.45,53.14,25.27,"M","Doutorado","Biológicas","não",0,3112.02,3,2
"3707",1.54,56.45,23.8,"F","PósDoc","Exatas","sim",1,3302.3,1,0
"3708",1.25,44.93,28.76,"F","3º Grau","Biológicas","não",0,3293.79,1,2
"3709",1.51,55.55,24.36,"M","PósDoc","Biológicas","sim",1,2578.06,1,2
"3710",1.48,54.08,24.69,"M","Doutorado","Exatas","não",0,3559.16,3,1
"3711",1.47,53.8,24.9,"M","3º Grau","Biológicas","não",0,3213.6,0,0
"3712",1.61,59.3,22.88,"M","Doutorado","Exatas","sim",1,3454.19,3,1
"3713",1.53,56.34,24.07,"M","3º Grau","Exatas","não",0,2166.16,3,0
"3714",1.52,55.74,24.13,"M","3º Grau","Exatas","não",0,3574.57,2,2
"3715",1.7,63.06,21.82,"M","PósDoc","Humanas","não",0,3435.94,2,2
"3716",1.48,54.16,24.73,"F","3º Grau","Biológicas","não",0,3381.8,3,1
"3717",1.57,57.81,23.45,"M","Analfabeto","Humanas","não",0,3398.31,0,2
"3718",1.47,53.62,24.81,"M","1º Grau","Humanas","não",0,2393.77,2,2
